ANNO;COD_ATENEO;NOME_ATENEO;Reg_ATENEO;AREA_GEO;GENERE;COD_QUALIFICA;DESC_QUALIFICA;N_PERS
2015;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;F;4AR;Titolare di assegno di ricerca;4
2015;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;M;4AR;Titolare di assegno di ricerca;1
2015;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;F;5PC;Personale docente a contratto;13
2015;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;M;5PC;Personale docente a contratto;12
2015;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;F;6CR;Collaboratori in attività di ricerca;8
2015;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;M;6CR;Collaboratori in attività di ricerca;12
2015;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;F;7CL;Collaboratori linguistici;6
2015;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;M;7CL;Collaboratori linguistici;2
2015;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;F;7TA;Personale tecnico-amministrativo;41
2015;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;F;7TA;Personale tecnico-amministrativo;20
2015;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;M;7TA;Personale tecnico-amministrativo;15
2015;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;M;7TA;Personale tecnico-amministrativo;18
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);245
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);547
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;220
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;M;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;288
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;F;4AR;Titolare di assegno di ricerca;61
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;M;4AR;Titolare di assegno di ricerca;65
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;F;5PC;Personale docente a contratto;155
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;M;5PC;Personale docente a contratto;168
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;F;6CR;Collaboratori in attività di ricerca;624
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;M;6CR;Collaboratori in attività di ricerca;455
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;F;7CL;Collaboratori linguistici;47
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;M;7CL;Collaboratori linguistici;8
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;F;7TA;Personale tecnico-amministrativo;455
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;F;7TA;Personale tecnico-amministrativo;146
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;M;7TA;Personale tecnico-amministrativo;437
2015;08701;Catania - Università degli studi;Sicilia;ISOLE;M;7TA;Personale tecnico-amministrativo;129
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);104
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);267
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;122
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;M;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;145
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;F;4AR;Titolare di assegno di ricerca;65
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;M;4AR;Titolare di assegno di ricerca;46
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;F;5PC;Personale docente a contratto;38
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;M;5PC;Personale docente a contratto;62
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;F;6CR;Collaboratori in attività di ricerca;421
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;M;6CR;Collaboratori in attività di ricerca;265
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;F;7CL;Collaboratori linguistici;27
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;M;7CL;Collaboratori linguistici;6
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;F;7TA;Personale tecnico-amministrativo;271
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;F;7TA;Personale tecnico-amministrativo;44
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;M;7TA;Personale tecnico-amministrativo;258
2015;09001;Sassari - Università degli studi;Sardegna;ISOLE;M;7TA;Personale tecnico-amministrativo;14
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);187
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);358
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;205
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;M;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;228
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;F;4AR;Titolare di assegno di ricerca;81
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;M;4AR;Titolare di assegno di ricerca;78
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;F;5PC;Personale docente a contratto;57
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;M;5PC;Personale docente a contratto;80
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;F;6CR;Collaboratori in attività di ricerca;723
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;M;6CR;Collaboratori in attività di ricerca;484
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;F;7CL;Collaboratori linguistici;10
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;M;7CL;Collaboratori linguistici;4
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;F;7TA;Personale tecnico-amministrativo;550
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;F;7TA;Personale tecnico-amministrativo;14
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;M;7TA;Personale tecnico-amministrativo;419
2015;09201;Cagliari - Università degli studi;Sardegna;ISOLE;M;7TA;Personale tecnico-amministrativo;8
2016;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);440
2016;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);734
2016;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;383
2016;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;M;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;358
2016;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;F;4AR;Titolare di assegno di ricerca;257
2016;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;M;4AR;Titolare di assegno di ricerca;151
2016;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;F;5PC;Personale docente a contratto;318
2016;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;M;5PC;Personale docente a contratto;363
2016;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;F;6CR;Collaboratori in attività di ricerca;1406
2016;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;M;6CR;Collaboratori in attività di ricerca;921
2016;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;F;7CL;Collaboratori linguistici;29
2016;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;M;7CL;Collaboratori linguistici;17
2016;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;F;7TA;Personale tecnico-amministrativo;1208
2016;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;M;7TA;Personale tecnico-amministrativo;605
2016;00102;Torino - Politecnico;Piemonte;NORD-OVEST;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);137
2016;00102;Torino - Politecnico;Piemonte;NORD-OVEST;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);456
2016;00102;Torino - Politecnico;Piemonte;NORD-OVEST;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;97
2016;00102;Torino - Politecnico;Piemonte;NORD-OVEST;M;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;164
2016;00102;Torino - Politecnico;Piemonte;NORD-OVEST;F;4AR;Titolare di assegno di ricerca;121
2016;00102;Torino - Politecnico;Piemonte;NORD-OVEST;M;4AR;Titolare di assegno di ricerca;264
2016;00102;Torino - Politecnico;Piemonte;NORD-OVEST;F;5PC;Personale docente a contratto;71
2016;00102;Torino - Politecnico;Piemonte;NORD-OVEST;M;5PC;Personale docente a contratto;119
2016;00102;Torino - Politecnico;Piemonte;NORD-OVEST;F;6CR;Collaboratori in attività di ricerca;154
2016;00102;Torino - Politecnico;Piemonte;NORD-OVEST;M;6CR;Collaboratori in attività di ricerca;286
2016;00102;Torino - Politecnico;Piemonte;NORD-OVEST;F;7CL;Collaboratori linguistici;5
2016;00102;Torino - Politecnico;Piemonte;NORD-OVEST;M;7CL;Collaboratori linguistici;1
2016;00102;Torino - Politecnico;Piemonte;NORD-OVEST;F;7TA;Personale tecnico-amministrativo;515
2016;00102;Torino - Politecnico;Piemonte;NORD-OVEST;M;7TA;Personale tecnico-amministrativo;350
2016;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);73
2016;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);163
2016;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;71
2016;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;M;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;77
2016;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;F;4AR;Titolare di assegno di ricerca;40
2016;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;M;4AR;Titolare di assegno di ricerca;24
2016;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;F;5PC;Personale docente a contratto;44
2016;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;M;5PC;Personale docente a contratto;74
2016;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;F;6CR;Collaboratori in attività di ricerca;372
2016;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;M;6CR;Collaboratori in attività di ricerca;208
2016;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;F;7CL;Collaboratori linguistici;6
2016;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;M;7CL;Collaboratori linguistici;1
2016;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;F;7TA;Personale tecnico-amministrativo;195
2016;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;M;7TA;Personale tecnico-amministrativo;113
2016;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);1
2016;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);5
2016;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;4
2016;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;M;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;3
2016;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;F;5PC;Personale docente a contratto;7
2016;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;M;5PC;Personale docente a contratto;7
2016;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;F;6CR;Collaboratori in attività di ricerca;0
2016;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;M;6CR;Collaboratori in attività di ricerca;3
2016;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;F;7CL;Collaboratori linguistici;0
2016;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;M;7CL;Collaboratori linguistici;0
2016;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;F;7TA;Personale tecnico-amministrativo;32
2016;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;M;7TA;Personale tecnico-amministrativo;24
2016;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);12
2016;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);18
2016;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;7
2016;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;M;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;13
2016;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;F;4AR;Titolare di assegno di ricerca;2
2016;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;M;4AR;Titolare di assegno di ricerca;1
2016;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;F;5PC;Personale docente a contratto;27
2016;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;M;5PC;Personale docente a contratto;21
2016;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;F;6CR;Collaboratori in attività di ricerca;10
2016;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;M;6CR;Collaboratori in attività di ricerca;9
2016;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;F;7CL;Collaboratori linguistici;0
2016;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;M;7CL;Collaboratori linguistici;0
2016;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;F;7TA;Personale tecnico-amministrativo;37
2016;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;M;7TA;Personale tecnico-amministrativo;17
2016;01001;Genova - Università degli studi;Liguria;NORD-OVEST;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);256
2016;01001;Genova - Università degli studi;Liguria;NORD-OVEST;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);529
2016;01001;Genova - Università degli studi;Liguria;NORD-OVEST;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;215
2016;01001;Genova - Università degli studi;Liguria;NORD-OVEST;M;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;255
2016;01001;Genova - Università degli studi;Liguria;NORD-OVEST;F;4AR;Titolare di assegno di ricerca;215
2016;01001;Genova - Università degli studi;Liguria;NORD-OVEST;M;4AR;Titolare di assegno di ricerca;182
2016;01001;Genova - Università degli studi;Liguria;NORD-OVEST;F;5PC;Personale docente a contratto;223
2016;01001;Genova - Università degli studi;Liguria;NORD-OVEST;M;5PC;Personale docente a contratto;427
2016;01001;Genova - Università degli studi;Liguria;NORD-OVEST;F;6CR;Collaboratori in attività di ricerca;700
2016;01001;Genova - Università degli studi;Liguria;NORD-OVEST;M;6CR;Collaboratori in attività di ricerca;395
2016;01001;Genova - Università degli studi;Liguria;NORD-OVEST;F;7CL;Collaboratori linguistici;13
2016;01001;Genova - Università degli studi;Liguria;NORD-OVEST;M;7CL;Collaboratori linguistici;8
2016;01001;Genova - Università degli studi;Liguria;NORD-OVEST;F;7TA;Personale tecnico-amministrativo;895
2016;01001;Genova - Università degli studi;Liguria;NORD-OVEST;M;7TA;Personale tecnico-amministrativo;515
2016;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);8
2016;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);23
2016;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;3
2016;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;M;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;11
2016;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;F;4AR;Titolare di assegno di ricerca;1
2016;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;M;4AR;Titolare di assegno di ricerca;1
2016;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;F;5PC;Personale docente a contratto;54
2016;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;M;5PC;Personale docente a contratto;117
2016;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;F;6CR;Collaboratori in attività di ricerca;15
2016;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;M;6CR;Collaboratori in attività di ricerca;25
2016;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;F;7CL;Collaboratori linguistici;0
2016;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;M;7CL;Collaboratori linguistici;0
2016;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;F;7TA;Personale tecnico-amministrativo;65
2016;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;M;7TA;Personale tecnico-amministrativo;25
2016;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);65
2016;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);163
2016;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;60
2016;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;M;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;74
2016;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;F;4AR;Titolare di assegno di ricerca;34
2016;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;M;4AR;Titolare di assegno di ricerca;15
2016;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;F;5PC;Personale docente a contratto;86
2016;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;M;5PC;Personale docente a contratto;118
2016;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;F;6CR;Collaboratori in attività di ricerca;280
2016;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;M;6CR;Collaboratori in attività di ricerca;182
2016;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;F;7CL;Collaboratori linguistici;0
2016;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;M;7CL;Collaboratori linguistici;0
2016;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;F;7TA;Personale tecnico-amministrativo;229
2016;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;M;7TA;Personale tecnico-amministrativo;97
2016;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);13
2016;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);17
2016;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;22
2016;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;M;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;43
2016;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;F;5PC;Personale docente a contratto;40
2016;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;M;5PC;Personale docente a contratto;70
2016;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;F;6CR;Collaboratori in attività di ricerca;0
2016;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;M;6CR;Collaboratori in attività di ricerca;0
2016;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;F;7CL;Collaboratori linguistici;0
2016;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;M;7CL;Collaboratori linguistici;0
2016;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;F;7TA;Personale tecnico-amministrativo;7
2016;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;M;7TA;Personale tecnico-amministrativo;2
2016;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);453
2016;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);798
2016;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;384
2016;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;M;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;350
2016;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;F;4AR;Titolare di assegno di ricerca;371
2016;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;M;4AR;Titolare di assegno di ricerca;242
2016;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;F;5PC;Personale docente a contratto;458
2016;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;M;5PC;Personale docente a contratto;576
2016;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;F;6CR;Collaboratori in attività di ricerca;1330
2016;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;M;6CR;Collaboratori in attività di ricerca;903
2016;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;F;7CL;Collaboratori linguistici;26
2016;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;M;7CL;Collaboratori linguistici;16
2016;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;F;7TA;Personale tecnico-amministrativo;1209
2016;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;M;7TA;Personale tecnico-amministrativo;710
2016;01502;Milano - Politecnico;Lombardia;NORD-OVEST;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);228
2016;01502;Milano - Politecnico;Lombardia;NORD-OVEST;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);670
2016;01502;Milano - Politecnico;Lombardia;NORD-OVEST;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;151
2016;01502;Milano - Politecnico;Lombardia;NORD-OVEST;M;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;300
2016;01502;Milano - Politecnico;Lombardia;NORD-OVEST;F;4AR;Titolare di assegno di ricerca;309
2016;01502;Milano - Politecnico;Lombardia;NORD-OVEST;M;4AR;Titolare di assegno di ricerca;540
2016;01502;Milano - Politecnico;Lombardia;NORD-OVEST;F;5PC;Personale docente a contratto;347
2016;01502;Milano - Politecnico;Lombardia;NORD-OVEST;M;5PC;Personale docente a contratto;715
2016;01502;Milano - Politecnico;Lombardia;NORD-OVEST;F;6CR;Collaboratori in attività di ricerca;27
2016;01502;Milano - Politecnico;Lombardia;NORD-OVEST;M;6CR;Collaboratori in attività di ricerca;64
2016;01502;Milano - Politecnico;Lombardia;NORD-OVEST;F;7CL;Collaboratori linguistici;0
2016;01502;Milano - Politecnico;Lombardia;NORD-OVEST;M;7CL;Collaboratori linguistici;0
2016;01502;Milano - Politecnico;Lombardia;NORD-OVEST;F;7TA;Personale tecnico-amministrativo;707
2016;01502;Milano - Politecnico;Lombardia;NORD-OVEST;M;7TA;Personale tecnico-amministrativo;496
2016;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);45
2016;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);154
2016;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;35
2016;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;M;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;56
2016;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;F;4AR;Titolare di assegno di ricerca;18
2016;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;M;4AR;Titolare di assegno di ricerca;25
2016;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;F;5PC;Personale docente a contratto;141
2016;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;M;5PC;Personale docente a contratto;202
2016;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;F;6CR;Collaboratori in attività di ricerca;215
2016;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;M;6CR;Collaboratori in attività di ricerca;233
2016;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;F;7CL;Collaboratori linguistici;0
2016;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;M;7CL;Collaboratori linguistici;0
2016;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;F;7TA;Personale tecnico-amministrativo;357
2016;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;M;7TA;Personale tecnico-amministrativo;147
2016;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;F;1PO e 2PA;Professore I/II fascia (ordinario/associato);193
2016;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;M;1PO e 2PA;Professore I/II fascia (ordinario/associato);459
2016;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;F;3RU e 3RTD;Ricercatore a tempo indeterminato/determinato;308
